Match Time in Seconds,Gi/No Gi,Skill / Belt,Division,Submission,Team,Conference,Year
483,NO GI,ADVANCED,MEN,GUILLOTINE,LIMAA,SUB ONLY VI,2010
451,NO GI,ADVANCED,MEN 30+,GUILLOTINE,NA,CHICAGO 2014,2014
274,NO GI,ADVANCED,MEN 30+,GUILLOTINE,NA,CHICAGO 2014,2014
245,NO GI,ADVANCED,MEN,GUILLOTINE,NA,CHICAGO 2014,2014
140,NO GI,ADVANCED,MEN,GUILLOTINE,NA,CHICAGO 2014,2014
1245,NO GI,ADVANCED,MEN,GUILLOTINE,NA,CHICAGO 2014,2014
451,NO GI,ADVANCED,MEN 30+,GUILLOTINE,NA,CHICAGO 2014,2014
274,NO GI,ADVANCED,MEN 30+,GUILLOTINE,NA,CHICAGO 2014,2014
245,NO GI,ADVANCED,MEN,GUILLOTINE,NA,CHICAGO 2014,2014
140,NO GI,ADVANCED,MEN,GUILLOTINE,NA,CHICAGO 2014,2014
1245,NO GI,ADVANCED,MEN,GUILLOTINE,NA,CHICAGO 2014,2014
206,NO GI,ADVANCED,MEN,GUILLOTINE,NA,GREENSBORO 2014,2014
2505,NO GI,ADVANCED,MEN,GUILLOTINE,NA,GREENSBORO 2014,2014
76,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RICHMOND 2014,2014
513,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RICHMOND 2014,2014
1092,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RICHMOND 2014,2014
296,NO GI,ADVANCED,MEN,GUILLOTINE,NA,GREENSBORO 2015,2015
596,NO GI,ADVANCED,MEN,GUILLOTINE,NA,VIRGINIA BEACH 2015,2015
46,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RICHMOND 2015,2015
20,NO GI,ADVANCED,MEN,GUILLOTINE,NA,VIRGINIA BEACH 2016,2016
54,NO GI,ADVANCED,MEN,GUILLOTINE,NA,VIRGINIA BEACH 2016,2016
421,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RALEIGH 2016,2016
279,NO GI,ADVANCED,MEN,GUILLOTINE,NA,CHARLOTTE 2017,2017
67,NO GI,ADVANCED,MEN,GUILLOTINE,NA,CHARLOTTE 2017,2017
55,NO GI,ADVANCED,MEN,GUILLOTINE,NA,CHARLOTTE 2017,2017
26,NO GI,ADVANCED,MEN,GUILLOTINE,NA,VIRGINIA BEACH 2017,2017
164,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RICHMOND 2017,2017
28,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RICHMOND 2017,2017
26,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RICHMOND 2017,2017
26,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RALEIGH 2018,2018
325,NO GI,ADVANCED,MEN 30+,GUILLOTINE,NA,RALEIGH 2018,2018
167,NO GI,ADVANCED,MEN 30+,GUILLOTINE,NA,RALEIGH 2018,2018
144,NO GI,ADVANCED,WOMEN,GUILLOTINE,NA,RALEIGH 2018,2018
1998,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RALEIGH 2018,2018
429,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RALEIGH 2018,2018
77,NO GI,ADVANCED,MEN,GUILLOTINE,NA,VIRGINIA BEACH 2018,2018
68,NO GI,ADVANCED,MEN,GUILLOTINE,NA,VIRGINIA BEACH 2018,2018
530,NO GI,ADVANCED,MEN,GUILLOTINE,NA,VIRGINIA BEACH 2018,2018
107,NO GI,ADVANCED,MEN,GUILLOTINE,NA,GREENSBORO 2018,2018
101,NO GI,ADVANCED,WOMEN,GUILLOTINE,NA,GREENSBORO 2018,2018
32,NO GI,ADVANCED,JUVENILE,GUILLOTINE,NA,GREENSBORO 2018,2018
30,NO GI,ADVANCED,JUVENILE,GUILLOTINE,NA,GREENSBORO 2018,2018
32,NO GI,ADVANCED,JUVENILE,GUILLOTINE,NA,GREENSBORO 2018,2018
132,NO GI,ADVANCED,JUVENILE,GUILLOTINE,NA,GREENSBORO 2018,2018
224,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RICHMOND 2018,2018
931,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RICHMOND 2018,2018
449,NO GI,ADVANCED,MEN,GUILLOTINE,NA,RICHMOND 2018,2018
237,NO GI,ADVANCED,JUVENILE,GUILLOTINE,NA,GREENSBORO 2019,2019
57,NO GI,ADVANCED,JUVENILE ,GUILLOTINE,NA,RALEIGH 2016,2016
1235,NO GI ,ADVANCED,MEN 30+,GUILLOTINE,NA,RALEIGH 2017,2017
3970,NO GI ,ADVANCED,WOMEN,GUILLOTINE,NA,RALEIGH 2017,2017
112,NO GI,ADVANCED,MEN 30+ ,HEAD AND ARM CHOKE,BALANCE,SUB ONLY VI,2010
981,NO GI,ADVANCED,MEN,HEAD AND ARM CHOKE,NA,GREENSBORO 2015,2015
1024,NO GI,ADVANCED,MEN,HEAD AND ARM CHOKE,NA,VIRGINIA BEACH 2015,2015
284,NO GI,ADVANCED,MEN,HEAD AND ARM CHOKE,NA,RICHMOND 2014,2014
368,NO GI,ADVANCED,MEN,HEAD AND ARM CHOKE,NA,RICHMOND 2014,2014
60,NO GI,ADVANCED,MEN 30+,HEAD AND ARM CHOKE,NA,RICHMOND 2016,2016
61,NO GI,ADVANCED,MEN,HEAD AND ARM CHOKE,NA,VIRGINIA BEACH 2016,2016
1309,NO GI,ADVANCED,MEN,HEAD AND ARM CHOKE,NA,GREENSBORO 2019,2019
50,NO GI,ADVANCED,JUVENILE,HEAD AND ARM CHOKE,NA,GREENSBORO 2019,2019
477,NO GI,ADVANCED,MEN,HEADLOCK,NA,VIRGINIA BEACH 2015,2015
31,NO GI,ADVANCED,WOMEN,HEELHOOK,NA,VIRGINIA BEACH 2015,2015
120,NO GI,ADVANCED,WOMEN,HEELHOOK,NA,VIRGINIA BEACH 2015,2015
70,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2017,2017
101,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2017,2017
94,NO GI,ADVANCED,MEN,HEELHOOK,BJJ REVOLUTION,SUB ONLY VI,2010
147,NO GI,ADVANCED,MEN,HEELHOOK,BJJ REVOLUTION,SUB ONLY VI,2010
174,NO GI,ADVANCED,MEN,HEELHOOK,BALANCE,SUB ONLY VI,2010
26,NO GI,ADVANCED,MEN,HEELHOOK,EVOLVE,PHILLY 2010,2010
492,NO GI,ADVANCED,MEN,HEELHOOK,HELLFISH,PHILLY 2010,2010
66,NO GI,ADVANCED,MEN,HEELHOOK,DADDIS FIGHT CAMPS,PHILLY 2010,2010
80,NO GI,ADVANCED,MEN,HEELHOOK,EVOLVE,PHILLY 2010,2010
273,NO GI,ADVANCED,MEN,HEELHOOK,HELLFISH,PHILLY 2010,2010
791,NO GI,ADVANCED,MEN,HEELHOOK,BALTIMORE BJJ,PHILLY 2010,2010
906,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2013,2013
793,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2013,2013
476,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2013,2013
380,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2013,2013
103,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2013,2013
545,NO GI,ADVANCED,MEN,HEELHOOK,NA,CHICAGO 2014,2014
545,NO GI,ADVANCED,MEN,HEELHOOK,NA,CHICAGO 2014,2014
27,NO GI,ADVANCED,MEN,HEELHOOK,NA,GREENSBORO 2014,2014
58,NO GI,ADVANCED,MEN,HEELHOOK,NA,GREENSBORO 2014,2014
60,NO GI,ADVANCED,MEN,HEELHOOK,NA,GREENSBORO 2014,2014
120,NO GI,ADVANCED,MEN,HEELHOOK,NA,GREENSBORO 2014,2014
75,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2014,2014
210,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2014,2014
1164,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2014,2014
1435,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2014,2014
86,NO GI,ADVANCED,MEN ,HEELHOOK,NA,RICHMOND 2014,2014
516,NO GI,ADVANCED,MEN ,HEELHOOK,NA,RICHMOND 2014,2014
556,NO GI,ADVANCED,MEN ,HEELHOOK,NA,RICHMOND 2014,2014
67,NO GI,ADVANCED,WOMEN,HEELHOOK,NA,RICHMOND 2014,2014
306,NO GI,ADVANCED,WOMEN,HEELHOOK,NA,RICHMOND 2014,2014
77,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2015,2015
21,NO GI,ADVANCED,WOMEN,HEELHOOK,NA,VIRGINIA BEACH 2015,2015
11,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2015,2015
18,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2015,2015
32,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2015,2015
110,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2015,2015
276,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2015,2015
342,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2015,2015
596,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2015,2015
738,NO GI,ADVANCED,WOMEN,HEELHOOK,NA,RICHMOND 2015,2015
1317,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2015,2015
12,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2016,2016
25,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2016,2016
37,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2016,2016
65,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2016,2016
84,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2016,2016
101,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2016,2016
113,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2016,2016
115,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2016,2016
280,NO GI,ADVANCED,WOMEN,HEELHOOK,NA,VIRGINIA BEACH 2016,2016
328,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2016,2016
506,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2016,2016
901,NO GI,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2016,2016
851,NO GI,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2016,2016
660,NO GI,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2016,2016
258,NO GI,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2016,2016
251,NO GI,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2016,2016
247,NO GI,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2016,2016
119,NO GI,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2016,2016
45,NO GI,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2016,2016
22,NO GI,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2016,2016
17,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2016,2016
19,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2016,2016
20,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2016,2016
37,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2016,2016
37,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2016,2016
41,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2016,2016
42,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2016,2016
80,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2016,2016
128,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2016,2016
146,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2016,2016
251,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2016,2016
297,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2016,2016
729,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2016,2016
782,NO GI,ADVANCED,MEN,HEELHOOK,NA,CHARLOTTE 2017,2017
158,NO GI,ADVANCED,MEN,HEELHOOK,NA,CHARLOTTE 2017,2017
110,NO GI,ADVANCED,MEN,HEELHOOK,NA,CHARLOTTE 2017,2017
47,NO GI,ADVANCED,MEN,HEELHOOK,NA,CHARLOTTE 2017,2017
562,NO GI,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2017,2017
1054,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2017,2017
52,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2017,2017
573,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2017,2017
794,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2017,2017
480,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2017,2017
137,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2017,2017
31,NO GI,ADVANCED,MEN,HEELHOOK,NA,COLUMBIA 2018,2018
32,NO GI,ADVANCED,MEN,HEELHOOK,NA,COLUMBIA 2018,2018
60,NO GI,ADVANCED,MEN,HEELHOOK,NA,COLUMBIA 2018,2018
50,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2018,2018
377,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2018,2018
390,NO GI,ADVANCED,MEN,HEELHOOK,NA,VIRGINIA BEACH 2018,2018
407,NO GI,ADVANCED,MEN,HEELHOOK,NA,GREENSBORO 2018,2018
344,NO GI,ADVANCED,MEN,HEELHOOK,NA,GREENSBORO 2018,2018
162,NO GI,ADVANCED,MEN,HEELHOOK,NA,GREENSBORO 2018,2018
58,NO GI,ADVANCED,MEN,HEELHOOK,NA,GREENSBORO 2018,2018
821,NO GI,ADVANCED,MEN,HEELHOOK,NA,GREENSBORO 2018,2018
60,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2018,2018
1065,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2018,2018
10,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2018,2018
1867,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2018,2018
24,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2018,2018
127,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2018,2018
217,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2018,2018
70,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2018,2018
300,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2018,2018
156,NO GI,ADVANCED,MEN,HEELHOOK,NA,RICHMOND 2018,2018
281,NO GI,ADVANCED,WOMEN,HEELHOOK,NA,GREENSBORO 2019,2019
60,NO GI,ADVANCED,MEN,HEELHOOK,NA,GREENSBORO 2019,2019
135,NO GI,ADVANCED,MEN,HEELHOOK,NA,GREENSBORO 2019,2019
264,NO GI,ADVANCED,MEN,HEELHOOK,NA,GREENSBORO 2019,2019
140,NO GI,ADVANCED,MEN,HEELHOOK,NA,GREENSBORO 2019,2019
2073,NO GI,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2018,2018
21,NO GI,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2018,2018
340,NO GI,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2018,2018
15,NO GI ,ADVANCED,WOMEN,HEELHOOK,NA,RALEIGH 2017,2017
24,NO GI ,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2017,2017
30,NO GI ,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2017,2017
66,NO GI ,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2017,2017
137,NO GI ,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2017,2017
450,NO GI ,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2017,2017
453,NO GI ,ADVANCED,MEN,HEELHOOK,NA,RALEIGH 2017,2017
54,NO GI,ADVANCED,MEN 30+ ,INJURY,BALANCE,SUB ONLY VI,2010
228,NO GI,ADVANCED,MEN 30+,INJURY,NA,RICHMOND 2013,2013
84,NO GI,ADVANCED,MEN,INJURY,NA,RICHMOND 2014,2014
356,NO GI,ADVANCED,MEN ,INJURY,NA,RICHMOND 2014,2014
291,NO GI,ADVANCED,MEN,INJURY,NA,ORLANDO 2011,2011
378,NO GI,ADVANCED,MEN,INJURY,NA,RICHMOND 2017,2017
83,NO GI,ADVANCED,MEN 30+,INVERTED TRIANGLE,NA,GREENSBORO 2014,2014
744,NO GI,ADVANCED,MEN,KEYLOCK,NA,ORLANDO 2011,2011
164,NO GI,ADVANCED,MEN 30+,KEYLOCK,NA,RICHMOND 2016,2016
60,GI,ADVANCED,JUVENILE,KIMURA,NA,GREENSBORO 2019,2019
288,GI,ADVANCED,JUVENILE,KIMURA,NA,COLUMBIA 2018,2018
122,GI,ADVANCED,JUVENILE,KIMURA,NA,VIRGINIA BEACH 2015,2015
213,GI ,ADVANCED,JUVENILE,KIMURA,NA,VIRGINIA BEACH 2018,2018
63,NO GI,ADVANCED,MEN,KIMURA,BALANCE,SUB ONLY VI,2010
335,NO GI,ADVANCED,MEN,KIMURA,CAPITAL JIU JITSU,SUB ONLY VI,2010
350,NO GI,ADVANCED,MEN 30+ ,KIMURA,TEAM ROC,SUB ONLY VI,2010
1212,NO GI,ADVANCED,MEN,KIMURA,LIMAA,SUB ONLY VI,2010
1598,NO GI,ADVANCED,MEN,KIMURA,LIMAA,SUB ONLY VI,2010
2099,NO GI,ADVANCED,MEN,KIMURA,LIMAA,SUB ONLY VI,2010
178,NO GI,ADVANCED,WOMEN,KIMURA,BALANCE HQ,PHILLY 2010,2010
833,NO GI,ADVANCED,WOMEN,KIMURA,YAMASAKI DC,PHILLY 2010,2010
31,NO GI,ADVANCED,MEN 30+ ,KIMURA,BALANCE HQ,PHILLY 2010,2010
603,NO GI,ADVANCED,MEN 30+ ,KIMURA,BALTIMORE BJJ,PHILLY 2010,2010
320,NO GI,ADVANCED,MEN 30+,KIMURA,NA,CHICAGO 2014,2014
1320,NO GI,ADVANCED,MEN 30+,KIMURA,NA,CHICAGO 2014,2014
1160,NO GI,ADVANCED,MEN 30+,KIMURA,NA,CHICAGO 2014,2014
496,NO GI,ADVANCED,MEN 30+,KIMURA,NA,CHICAGO 2014,2014
181,NO GI,ADVANCED,MEN 30+,KIMURA,NA,CHICAGO 2014,2014
66,NO GI,ADVANCED,MEN,KIMURA,NA,CHICAGO 2014,2014
122,NO GI,ADVANCED,MEN,KIMURA,NA,CHICAGO 2014,2014
320,NO GI,ADVANCED,MEN 30+,KIMURA,NA,CHICAGO 2014,2014
1320,NO GI,ADVANCED,MEN 30+,KIMURA,NA,CHICAGO 2014,2014
1160,NO GI,ADVANCED,MEN 30+,KIMURA,NA,CHICAGO 2014,2014
496,NO GI,ADVANCED,MEN 30+,KIMURA,NA,CHICAGO 2014,2014
181,NO GI,ADVANCED,MEN 30+,KIMURA,NA,CHICAGO 2014,2014
66,NO GI,ADVANCED,MEN,KIMURA,NA,CHICAGO 2014,2014
122,NO GI,ADVANCED,MEN,KIMURA,NA,CHICAGO 2014,2014
344,NO GI,ADVANCED,MEN 30+,KIMURA,NA,GREENSBORO 2014,2014
63,NO GI,ADVANCED,MEN,KIMURA,NA,GREENSBORO 2014,2014
126,NO GI,ADVANCED,MEN,KIMURA,NA,GREENSBORO 2014,2014
249,NO GI,ADVANCED,MEN 30+,KIMURA,NA,RICHMOND 2014,2014
113,NO GI,ADVANCED,MEN,KIMURA,NA,RICHMOND 2014,2014
400,NO GI,ADVANCED,MEN,KIMURA,NA,RICHMOND 2014,2014
186,NO GI,ADVANCED,MEN,KIMURA,NA,ORLANDO 2011,2011
203,NO GI,ADVANCED,WOMEN,KIMURA,NA,VIRGINIA BEACH 2015,2015
42,NO GI,ADVANCED,MEN,KIMURA,NA,RICHMOND 2015,2015
238,NO GI,ADVANCED,MEN,KIMURA,NA,RICHMOND 2015,2015
2663,NO GI,ADVANCED,MEN,KIMURA,NA,RICHMOND 2015,2015
285,NO GI,ADVANCED,MEN,KIMURA,NA,VIRGINIA BEACH 2016,2016
627,NO GI,ADVANCED,MEN 30+,KIMURA,NA,VIRGINIA BEACH 2016,2016
752,NO GI,ADVANCED,MEN,KIMURA,NA,RALEIGH 2016,2016
464,NO GI,ADVANCED,MEN 30+,KIMURA,NA,RALEIGH 2016,2016
434,NO GI,ADVANCED,MEN,KIMURA,NA,RALEIGH 2016,2016
335,NO GI,ADVANCED,MEN,KIMURA,NA,RALEIGH 2016,2016
542,NO GI,ADVANCED,MEN 30+,KIMURA,NA,RICHMOND 2016,2016
373,NO GI,ADVANCED,MEN,KIMURA,NA,CHARLOTTE 2017,2017
57,NO GI,ADVANCED,WOMEN,KIMURA,NA,CHARLOTTE 2017,2017
157,NO GI,ADVANCED,JUVENILE,KIMURA,NA,RALEIGH 2017,2017
482,NO GI,ADVANCED,MEN,KIMURA,NA,VIRGINIA BEACH 2017,2017
753,NO GI,ADVANCED,MEN,KIMURA,NA,VIRGINIA BEACH 2017,2017
170,NO GI,ADVANCED,MEN,KIMURA,NA,VIRGINIA BEACH 2017,2017
203,NO GI,ADVANCED,WOMEN,KIMURA,NA,VIRGINIA BEACH 2017,2017
880,NO GI,ADVANCED,MEN,KIMURA,NA,RICHMOND 2017,2017
699,NO GI,ADVANCED,MEN,KIMURA,NA,RICHMOND 2017,2017
643,NO GI,ADVANCED,MEN 30+,KIMURA,NA,RICHMOND 2017,2017
123,NO GI,ADVANCED,MEN 30+,KIMURA,NA,RICHMOND 2017,2017
425,NO GI,ADVANCED,MEN 30+,KIMURA,NA,VIRGINIA BEACH 2018,2018
417,NO GI,ADVANCED,MEN 30+,KIMURA,NA,GREENSBORO 2018,2018
164,NO GI,ADVANCED,MEN,KIMURA,NA,GREENSBORO 2018,2018
39,NO GI,ADVANCED,JUVENILE,KIMURA,NA,GREENSBORO 2018,2018
29,NO GI,ADVANCED,JUVENILE,KIMURA,NA,RICHMOND 2018,2018
79,NO GI,ADVANCED,JUVENILE,KIMURA,NA,RICHMOND 2018,2018
52,NO GI,ADVANCED,JUVENILE,KIMURA,NA,RICHMOND 2018,2018
426,NO GI,ADVANCED,MEN 30+,KIMURA,NA,RICHMOND 2018,2018
2230,NO GI,ADVANCED,WOMEN,KIMURA,NA,RICHMOND 2018,2018
19,NO GI,ADVANCED,MEN,KIMURA,NA,RICHMOND 2018,2018
631,NO GI,ADVANCED,MEN,KIMURA,NA,RICHMOND 2018,2018
3249,NO GI,ADVANCED,MEN 30+,KIMURA,NA,RICHMOND 2018,2018
350,NO GI,ADVANCED,JUVENILE,KIMURA,NA,GREENSBORO 2019,2019
414,NO GI,ADVANCED,MEN,KIMURA,NA,GREENSBORO 2019,2019
132,NO GI,ADVANCED,MEN,KIMURA,NA,GREENSBORO 2019,2019
121,NO GI,ADVANCED,MEN,KIMURA,NA,GREENSBORO 2019,2019
109,NO GI,ADVANCED,JUVENILE,KIMURA,NA,VIRGINIA BEACH 2016,2016
1148,NO GI,ADVANCED,JUVENILE,KIMURA,NA,VIRGINIA BEACH 2015,2015
62,NO GI,ADVANCED,JUVENILE,KIMURA,NA,COLUMBIA 2018,2018
71,NO GI,ADVANCED,JUVENILE,KIMURA,NA,VIRGINIA BEACH 2018,2018
114,NO GI ,ADVANCED,MEN,KIMURA,NA,RALEIGH 2017,2017
122,NO GI ,ADVANCED,MEN,KIMURA,NA,RALEIGH 2017,2017
138,NO GI ,ADVANCED,MEN 30+,KIMURA,NA,RALEIGH 2017,2017
46,NO GI,ADVANCED,MEN,KNEE PRESSURE,NA,RICHMOND 2016,2016
615,NO GI,ADVANCED,WOMEN,KNEEBAR,NA,GREENSBORO 2018,2018
439,NO GI,ADVANCED,MEN,KNEEBAR,BALANCE,SUB ONLY VI,2010
1053,NO GI,ADVANCED,MEN,KNEEBAR,BRASA,SUB ONLY VI,2010
1896,NO GI,ADVANCED,MEN,KNEEBAR,BALANCE,SUB ONLY VI,2010
4020,NO GI,ADVANCED,MEN,KNEEBAR,LIMAA,SUB ONLY VI,2010
242,NO GI,ADVANCED,MEN,KNEEBAR,GRACIE PHILADELPHIA,PHILLY 2010,2010
265,NO GI,ADVANCED,MEN,KNEEBAR,NA,RICHMOND 2013,2013
1049,NO GI,ADVANCED,MEN 30+,KNEEBAR,NA,CHICAGO 2014,2014
1049,NO GI,ADVANCED,MEN 30+,KNEEBAR,NA,CHICAGO 2014,2014
25,NO GI,ADVANCED,WOMEN,KNEEBAR,NA,RICHMOND 2014,2014
48,NO GI,ADVANCED,WOMEN,KNEEBAR,NA,RICHMOND 2014,2014
227,NO GI,ADVANCED,WOMEN,KNEEBAR,NA,RICHMOND 2014,2014
492,NO GI,ADVANCED,MEN,KNEEBAR,NA,ORLANDO 2011,2011
142,NO GI,ADVANCED,MEN,KNEEBAR,NA,ORLANDO 2011,2011
488,NO GI,ADVANCED,MEN,KNEEBAR,NA,ORLANDO 2011,2011
55,NO GI,ADVANCED,MEN,KNEEBAR,NA,VIRGINIA BEACH 2015,2015
120,NO GI,ADVANCED,MEN,KNEEBAR,NA,RICHMOND 2015,2015
127,NO GI,ADVANCED,MEN,KNEEBAR,NA,RICHMOND 2015,2015
290,NO GI,ADVANCED,MEN,KNEEBAR,NA,RALEIGH 2016,2016
45,NO GI,ADVANCED,MEN 30+,KNEEBAR,NA,RICHMOND 2016,2016
157,NO GI,ADVANCED,MEN,KNEEBAR,NA,RICHMOND 2016,2016
447,NO GI,ADVANCED,MEN,KNEEBAR,NA,RICHMOND 2016,2016
735,NO GI,ADVANCED,MEN,KNEEBAR,NA,RICHMOND 2016,2016
785,NO GI,ADVANCED,MEN,KNEEBAR,NA,RICHMOND 2016,2016
332,NO GI,ADVANCED,MEN,KNEEBAR,NA,CHARLOTTE 2017,2017
229,NO GI,ADVANCED,MEN,KNEEBAR,NA,RALEIGH 2017,2017
3188,NO GI,ADVANCED,MEN,KNEEBAR,NA,RICHMOND 2017,2017
803,NO GI,ADVANCED,MEN,KNEEBAR,NA,RICHMOND 2017,2017
723,NO GI,ADVANCED,WOMEN,KNEEBAR,NA,RICHMOND 2018,2018
156,NO GI,ADVANCED,MEN,KNEEBAR,NA,RICHMOND 2018,2018
244,NO GI,ADVANCED,WOMEN,KNEEBAR,NA,GREENSBORO 2019,2019
59,NO GI,ADVANCED,JUVENILE,KNEEBAR,NA,VIRGINIA BEACH 2015,2015
50,NO GI ,ADVANCED,MEN 30+,KNEEBAR,NA,RALEIGH 2017,2017
87,NO GI ,ADVANCED,MEN,KNEEBAR,NA,RALEIGH 2017,2017
16,GI,ADVANCED,JUVENILE,LAPEL CHOKE,NA,RICHMOND 2017,2017
117,GI,ADVANCED,JUVENILE,LOOP CHOKE,NA,RICHMOND 2018,2018
18,GI ,ADVANCED,JUVENILE,LOOP CHOKE,NA,GREENSBORO 2018,2018
1221,NO GI,ADVANCED,MEN,NECK CRANK,LIMAA,SUB ONLY VI,2010
89,NO GI,ADVANCED,MEN 30+,NECK CRANK,NA,RALEIGH 2016,2016
183,NO GI,ADVANCED,MEN,NECK CRANK,NA,RALEIGH 2018,2018
